Item1 Item2.X Item2.Y
262.4221056 861.3605 291.3032 
262.4304512 863.5029 291.7338 
262.4388992 865.6003 292.2191 
262.4471168 867.4939 292.7728 
262.455424 868.9701 293.5171 
262.4637312 870.5466 294.3557 
262.4724096 872.5516 295.5355 
262.4803968 874.3176 296.8301 
262.4887424 876.4532 297.8399 
262.4970624 878.4772 298.1938 
262.5053952 880.1397 298.7096 
262.513728 882.2388 299.3564 
262.5226624 884.7411 299.7301 
262.531136 886.785 300.0638 
262.5387008 888.456 300.9012 
262.5470848 890.3311 301.9224 
262.5553408 892.8356 303.0649 
262.5638144 895.3577 304.2927 
262.5721472 897.3716 304.7092 
262.5803392 899.3196 305.6399 
262.588672 901.1086 306.5837 
262.5997184 903.1994 307.0036 
262.6053632 905.0997 307.7999 
262.6136704 906.6948 308.823 
262.6220288 908.3865 309.5311 
262.6305408 910.4429 310.8541 
262.63872 912.7636 311.915 
262.6470016 914.8561 312.6406 
262.6592 916.6941 313.1042 
262.6644224 918.4067 314.2071 
262.672 920.2269 314.867 
262.680384 921.9576 314.6805 
262.6886272 923.5335 314.5914 
262.6971648 925.1341 314.6356 
262.7052928 927.0514 314.5321 
262.7136128 928.6861 313.9977 
262.7219712 929.7894 313.1305 
262.7302656 931.0302 312.4598 
262.738624 932.271 311.9696 
262.7471616 933.5178 311.5994 
262.755264 934.3543 311.394 
262.7639296 935.6302 311.3816 
262.7719552 936.5612 311.6432 
262.7826432 937.4423 312.0096 
262.7890816 937.978 312.6333 
262.7969536 938.2153 313.4458 
262.805248 938.592 314.4063 
262.813568 938.9534 315.1765 
262.8220416 939.0743 316.1493 
262.8302592 939.5985 317.5722 
262.838592 939.6328 318.8399 
262.8470272 939.6187 319.8031 
262.8552192 939.5034 320.7683 
262.8635648 939.2903 322.1817 
262.871872 938.8333 323.789 
262.8802176 938.3246 325.0573 
262.8885632 937.7796 326.3287 
262.8969088 937.5215 328.7263 
262.9052032 936.8469 330.5486 
262.913536 936.9327 333.308 
262.9218816 936.8633 335.5126 
262.9302144 936.2582 337.2872 
262.9386368 936.1223 339.4984 
262.9469184 935.4691 341.9329 
262.9551488 934.7142 344.1161 
262.9638784 934.4399 345.9993 
262.9718528 933.9643 348.1012 
262.980224 933.5739 350.2131 
262.9885184 933.6902 352.5818 
262.9969024 933.0992 354.8069 
263.0051456 932.2722 357.0673 
263.0135424 931.9706 359.2556 
263.0221952 931.1131 361.4397 
263.030144 930.2925 363.5573 
263.038464 930.0581 365.7601 
263.0468224 929.7553 368.1411 
263.0553472 929.5173 370.4974 
263.063488 929.2675 372.7411 
263.0721408 928.8603 375.6034 
263.080128 928.4556 377.8844 
263.0884608 928.0037 379.7608 
263.096768 927.0156 382.7155 
263.1051264 925.9728 385.524 
263.1134848 925.6229 387.8973 
263.1217792 925.1565 390.1077 
263.1300992 924.9601 392.48 
263.138432 925.0571 394.5719 
263.1467648 925.0789 397.0789 
263.1550848 924.3581 399.4211 
263.1634048 923.7363 400.9468 
263.1717248 923.2795 402.5663 
263.180096 922.7338 404.0764 
263.1886464 921.9161 405.946 
263.1969024 921.1641 407.8783 
263.205376 920.7907 409.833 
263.2133888 920.4189 412.5179 
263.2217088 920.4244 414.4832 
263.23008 920.2783 415.4205 
263.2389632 920.077 416.3139 
263.2467328 919.7178 417.2146 
263.25504 919.0495 418.7113 
263.2633472 917.8426 420.8612 
263.2718464 916.7468 422.2505 
263.2800768 915.9771 423.9333 
263.288384 915.4043 425.3286 
263.296896 914.6493 427.0549 
263.3050112 913.927 429.3685 
263.3136768 913.4537 431.4714 
263.3217536 912.6795 433.6099 
263.3300096 912.0826 434.6593 
263.3383168 911.3751 436.4512 
263.3467392 910.5308 437.8776 
263.3549696 909.7582 438.9497 
263.3633664 909.503 439.5974 
263.371648 909.0377 440.2394 
263.380224 908.8047 440.752 
263.3883008 908.6196 441.034 
263.397056 908.3984 441.2304 
263.4049664 908.3773 441.0932 
263.4133376 908.2368 441.164 
263.4216192 908.3022 441.2246 
263.4307968 908.3472 441.2414 
263.438336 908.2702 441.2181 
263.4466816 908.1777 441.3179 
263.4549632 908.1717 441.2645 
263.463296 908.1549 441.2484 
263.4717824 908.1611 441.1769 
263.479936 908.1613 441.3133 
263.4884992 908.0706 441.3043 
263.4966272 908.1631 441.3222 
263.5052672 908.1561 441.3795 
263.5133056 908.1621 441.4013 
263.5215744 908.082 441.3787 
263.5298944 908.1076 441.5036 
263.5403648 908.0717 441.4256 
263.54656 908.0742 441.4823 
263.5552384 907.7067 441.7689 
263.5633408 907.3457 441.8278 
263.5715712 907.1002 442.139 
263.5798912 906.9668 442.4566 
263.588352 906.8993 442.9927 
263.5965824 906.8029 443.5854 
263.605312 906.6486 443.8015 
263.613184 906.3287 444.2424 
263.6215808 905.7553 444.3573 
263.629888 904.7944 444.7925 
263.6382592 903.8479 445.211 
263.6465024 902.9534 445.7598 
263.658496 901.9033 446.3398 
263.6636544 901.0914 446.8496 
263.6715392 900.1997 447.2739 
263.6798208 899.2887 447.8137 
263.6881152 898.513 448.3177 
263.69664 897.755 449.0819 
263.704832 896.9196 449.8774 
263.7131648 895.9146 450.7204 
263.721536 895.0729 451.625 
263.729856 894.0561 452.4383 
263.7381376 892.5843 453.6712 
263.7464832 891.2962 454.6348 
263.7548032 890.2554 455.6188 
263.7632128 889.0647 456.6634 
263.7714688 888.0893 457.6962 
263.7798144 886.8891 458.8575 
263.7884544 885.8891 459.7462 
263.7964416 885.7527 460.0133 
263.804864 885.6112 459.9948 
263.8131328 885.4849 460.2094 
263.8214272 885.4545 460.1577 
263.8297728 885.2454 460.3224 
263.8380928 885.3701 460.2332 
263.8468352 885.2153 460.2831 
263.8547712 885.2142 460.3396 
263.8630656 885.1887 460.3224 
263.8714112 885.2261 460.3378 
263.8798336 885.0796 460.4886 
263.888128 885.2407 460.3012 
263.8964096 884.9163 460.4973 
263.9091328 885.0793 460.412 
263.9136384 885.1055 460.3822 
263.921472 885.1177 460.4146 
263.9297152 885.1019 460.3894 
263.9381504 884.9445 460.5654 
263.9465344 885.0676 460.41 
263.9547136 885.0585 460.4383 
263.9630336 884.9232 460.5487 
263.9713536 884.8956 460.6064 
263.979712 884.9464 460.5006 
263.9880576 884.8333 460.6139 
263.9965568 884.8411 460.5704 
264.0046848 885.0499 460.4818 
264.0135168 884.7601 460.6447 
264.0213632 884.9432 460.5827 
264.03232 884.9107 460.6026 
264.0381568 884.9263 460.5499 
264.0466816 884.9109 460.6025 
264.05472 884.809 460.6069 
264.0629888 884.8919 460.5463 
264.0714496 884.9073 460.5425 
264.0797056 884.8748 460.6154 
264.088064 884.788 460.5759 
264.0968704 884.7657 460.5032 
264.1046272 884.8229 460.642 
264.1132928 884.7 460.5765 
264.1213312 884.7323 460.5827 
264.1296 884.7804 460.4882 
264.1379968 884.7953 460.525 
264.1463296 884.9175 460.3553 
264.1546624 884.7277 460.5 
264.1667584 884.7679 460.3991 
264.171904 884.7575 460.366 
264.179584 884.6719 460.334 
264.187968 884.7057 460.2851 
264.1963136 884.7602 460.2523 
264.2048256 885.1219 460.025 
264.2129152 885.1614 459.9678 
264.2212736 885.2296 459.9741 
264.2300928 885.157 460.0655 
264.2379264 884.8998 460.2135 
264.2462336 884.6064 460.1226 
264.2546048 884.3912 460.1933 
264.2628864 884.1752 460.2253 
264.2712448 883.9686 460.2947 
264.2795648 883.8215 460.3176 
264.2879104 883.6859 460.4771 
264.296192 883.4786 460.6466 
264.3047424 883.4517 460.6281 
264.312896 883.3176 460.5898 
264.3216384 883.1346 460.8257 
264.3295232 883.2231 460.7592 
264.3379072 883.3516 460.7007 
264.3462016 883.292 460.727 
264.3545216 883.3932 460.653 
264.3629312 883.2029 460.7567 
264.3711616 883.2445 460.666 
264.3795072 883.2518 460.6872 
264.3879808 883.1471 460.8317 
264.3998464 883.2848 460.7799 
264.4059136 883.1787 460.7362 
264.4130816 883.2244 460.7964 
264.4211712 883.2261 460.7869 
264.4295168 883.3215 460.6621 
264.4379904 883.1373 460.802 
264.4461184 883.2229 460.7712 
264.4544896 883.2964 460.6557 
264.4627968 883.2246 460.7741 
264.4739328 883.3282 460.7227 
264.4799232 883.2846 460.7577 
264.487808 883.1812 460.7864 
264.4961792 883.2163 460.7587 
264.504448 883.3682 460.7101 
264.5130112 883.2256 460.7788 
264.5211136 883.2853 460.6936 
264.5335936 883.2411 460.8064 
264.5385344 883.1237 460.7804 
264.5460864 883.2266 460.8659 
264.5544448 883.1733 460.9034 
264.5627264 883.1232 460.9328 
264.5712384 883.392 460.7363 
264.5794944 883.2567 460.8336 
264.5877632 883.2624 460.834 
264.596096 883.3307 460.814 
264.6044416 883.204 460.8083 
264.612736 883.1641 460.8314 
264.6213248 883.2615 460.8576 
264.6293888 883.2321 460.832 
264.6381568 883.0273 460.9055 
264.6460672 883.1725 460.8535 
264.6594176 883.2029 460.8271 
264.6630784 883.0812 460.8064 
264.6710272 883.2673 460.7914 
264.6793728 883.0026 460.9495 
264.6878208 883.2101 460.9377 
264.6960128 883.1113 460.8913 
264.7044096 882.998 461.08 
264.7126656 883.2322 460.8761 
264.7213824 883.2102 460.8485 
264.7293184 883.1879 460.8913 
264.7376896 883.1859 460.8513 
264.746048 883.1785 460.9606 
264.7543936 883.1696 460.9583 
264.762688 883.1901 460.9083 
264.7714688 883.1274 460.8882 
264.7822592 883.055 460.9601 
264.78848 883.2224 460.88 
264.7959552 883.1434 460.8913 
264.804352 883.1728 460.893 
264.8126208 883.1459 460.9185 
264.821248 883.0991 460.876 
264.8292736 883.2834 460.836 
264.8376448 883.049 460.9614 
264.8459904 883.0743 461.0362 
264.8543104 883.1605 460.964 
264.8626432 883.1542 461.0177 
264.8713984 882.9948 460.9743 
264.8792576 883.0026 461.064 
264.8880256 883.1621 460.9609 
264.8959488 883.0715 460.9619 
264.904256 883.1236 460.9494 
264.9125888 883.1434 460.8874 
264.92096 883.1015 460.959 
264.9294592 883.2479 460.844 
264.9376 883.0726 461.0033 
264.9464448 883.086 460.9425 
264.9542784 883.1176 460.9369 
264.96256 883.2289 460.8563 
264.9709568 883.0975 460.9513 
264.9796864 882.968 460.9612 
264.9876224 883.0894 460.9015 
264.9958784 883.1096 460.9462 
265.0042752 883.102 460.9157 
265.0125184 883.114 460.8529 
265.0209024 883.1403 460.9524 
265.0291968 883.134 460.9608 
265.0375808 883.0314 460.9612 
265.0458496 883.0213 460.9335 
265.054592 883.1526 460.8834 
265.062528 883.0167 461.01 
265.0713856 883.0258 461.0152 
265.079168 883.0033 461.0378 
265.0875136 883.0847 460.9501 
265.0958976 883.0498 460.9973 
265.1041536 883.0876 460.9651 
265.1124736 883.0382 460.9592 
265.1208832 883.0397 460.9456 
265.1291392 883.0493 460.9794 
265.1374976 883.0046 460.9738 
265.1458048 883.0469 461.0007 
265.1541376 883.1581 460.8327 
265.1630336 882.9926 460.9612 
265.1707904 882.9534 460.9914 
265.1791488 883.0627 460.8927 
265.187456 882.9759 460.9765 
265.1959808 883.027 460.9948 
265.2041472 883.2526 460.8419 
265.2124288 883.0704 460.8761 
265.2208896 883.0282 460.9757 
265.2290944 882.9948 460.9908 
265.2374528 883.0563 461.019 
265.2457856 882.9792 461.059 
265.254144 883.1722 460.9195 
265.2624128 883.1006 460.8106 
265.2707328 883.088 460.9908 
265.2790528 882.9993 460.9624 
265.2873856 882.9935 460.955 
265.2957312 883.0073 461.0126 
265.3042048 883.0563 461.0026 
265.3124096 882.9847 461.0047 
265.3207296 883.1037 460.9278 
265.3290496 882.998 460.996 
265.3375104 883.0406 460.9875 
265.3460992 883.0027 461.008 
265.3540608 883.0443 460.9623 
265.362368 882.9886 461.046 
265.370752 883.0681 460.9749 
265.3792128 882.9767 460.9529 
265.3874304 883.0382 460.9592 
265.3956736 883.0396 460.9737 
265.4090496 883.0881 460.9658 
265.4145408 883.162 460.9717 
265.4210432 883.0367 461.0127 
265.4290432 883.1016 460.9145 
265.4373888 883.0094 460.9946 
265.4456576 882.9089 461.0086 
265.4540416 883.0425 460.9856 
265.4623104 883.0403 461.006 
265.4713088 883.1011 460.8995 
265.4793472 882.9243 461.0266 
265.4873088 883.0768 461.0197 
265.4956672 882.982 461.0267 
265.5039872 883.0516 460.9841 
265.5124096 883.0788 461.0167 
265.5206272 882.9597 460.9973 
265.5289856 883.0139 460.9993 
265.5372544 883.0272 460.9987 
265.5456256 883.0512 460.9987 
265.554048 883.0768 460.9735 
265.5622528 883.0254 460.9486 
265.5707392 882.9753 461.0594 
265.578944 883.0528 460.9729 
265.587264 883.139 460.9308 
265.5956224 883.0258 460.9165 
265.6039168 883.0304 461.0033 
265.6123008 882.9675 461.0881 
265.6205696 883.0692 460.9849 
265.628928 883.1404 460.9862 
265.6372992 882.9954 461.064 
265.6455808 883.1166 460.9198 
265.6544768 882.943 461.0643 
265.6625792 882.973 461.0185 
265.6705536 883.0306 460.9413 
265.6790912 883.0878 461.0739 
265.6872704 883.0858 460.9581 
265.6958976 883.0066 461.0007 
265.7039744 882.9875 461.0197 
265.7122176 883.0126 461.0186 
265.7205504 882.9777 461.1275 
265.7288704 883.0217 461.0823 
265.7372928 882.9167 461.0605 
265.7455104 883.0238 461.0555 
265.7538944 883.1374 460.9244 
265.7621888 883.0664 461.073 
265.77056 882.9794 461.0492 
265.7788288 883.131 460.9702 
265.7871872 883.042 461.07 
265.7955328 883.0697 460.9914 
265.8038272 883.0847 460.9987 
265.8122112 882.9794 460.9973 
265.8206336 883.0257 461.0514 
265.8288128 883.0504 461.0557 
265.8371712 883.0446 461.0379 
265.845952 883.0092 461.0112 
265.8538112 883.0392 461.0007 
265.8621312 883.0258 461.0152 
265.8704896 883.0013 461.0275 
265.8788096 882.9397 461.0305 
265.8872448 882.9603 461.1219 
265.8954496 883.0786 460.9624 
265.9037952 883.0917 461.0891 
265.912128 883.0999 460.9757 
265.9208576 883.0659 461.0007 
265.928768 882.9875 460.9993 
265.9371136 883.1415 460.9411 
265.9453952 882.9947 461.0418 
265.9537536 882.9819 461.0262 
265.962112 883.0767 460.9633 
265.9704832 883.0261 461.0422 
265.978816 882.9693 461.0488 
265.9875712 883.1465 460.9874 
265.9954176 882.9656 461.1052 
266.0037632 882.9585 461.079 
266.0120448 882.9993 461.0815 
266.0204032 883.0053 461.0013 
266.0287232 883.004 460.73 
266.0370688 883.0688 460.658 
266.0459776 883.0394 460.6003 
266.0542976 882.8997 460.4694 
266.0624768 882.8386 460.4305 
266.0704384 882.7915 460.3968 
266.0787072 883.0462 460.1714 
266.0870016 882.7238 460.2928 
266.0955392 882.4348 460.3287 
266.103744 882.0007 460.1703 
266.1120256 881.6222 459.9824 
266.120832 881.1549 460.2399 
266.1287168 880.8767 460.2094 
266.1369984 880.2991 460.2707 
266.1453056 879.9966 460.4667 
266.1536512 879.6328 460.2402 
266.1620096 879.2417 460.0551 
266.1703168 878.499 459.9185 
266.179328 878.1989 459.8337 
266.1869696 877.707 459.7871 
266.195456 877.3796 459.6758 
266.2036224 877.0217 459.4829 
266.212096 876.4371 459.5384 
266.2203392 876.0662 459.6096 
266.228608 875.5623 459.6362 
266.2369792 875.1202 459.6524 
266.2480128 874.4885 459.7538 
266.2542208 874.2054 459.8091 
266.2624 873.7648 459.8979 
266.2702976 873.4528 459.9016 
266.278592 873.2805 459.9393 
266.2869248 872.5145 459.9802 
266.2965632 871.7677 459.8075 
266.3043456 870.7792 459.8547 
266.3125632 870.1166 460.0261 
266.320256 869.5491 459.9875 
266.328576 869.0928 459.9975 
266.336896 868.5453 460.0484 
266.3453568 868.0095 460.1384 
266.3535872 867.2461 460.3259 
266.3618944 866.5741 460.5391 
266.3702016 865.5698 460.869 
266.3789312 864.4882 461.4733 
266.3869184 863.4636 461.9532 
266.3952 862.2457 462.2445 
266.4035712 860.7617 462.4778 
266.4118784 859.3416 462.5999 
266.4202112 857.4457 463.0352 
266.4289664 856.0927 463.4367 
266.4368512 854.6978 463.9439 
266.4451968 853.1255 464.4033 
266.4541312 850.7798 464.7486 
266.462272 849.0637 465.154 
266.4702208 847.2557 465.5315 
266.4784896 844.9849 466.0926 
266.4868224 842.8867 466.7006 
266.4953728 841.1072 467.0975 
266.503552 838.928 467.853 
266.5118208 836.951 469.0496 
266.5205504 835.312 470.0522 
266.5284864 833.2827 471.1865 
266.536832 830.8763 473.1297 
266.545152 829.1622 474.3835 
266.5536256 827.7001 474.9612 
266.5618432 825.2935 476.076 
266.5707136 823.3333 476.9965 
266.5788928 822.1027 478.1601 
266.5867904 820.2794 479.4496 
266.5956352 818.1672 480.7374 
266.6034176 816.1086 482.3807 
266.611904 813.9124 483.819 
266.6201344 811.7014 484.9784 
266.62848 809.0494 485.9644 
266.6367616 806.1635 486.8136 
266.64544 803.9689 487.0782 
266.6546304 802.0847 487.9865 
266.6617472 800.3942 488.8457 
266.6700544 798.3248 489.8803 
266.6784384 796.4622 490.9937 
266.6867584 794.3369 492.2255 
266.6956416 792.6523 493.4214 
266.7038592 790.5563 494.1968 
266.711744 788.1615 495.2635 
266.7200512 785.5164 496.7545 
266.728384 783.504 497.7299 
266.7368448 781.0555 499.1327 
266.7450752 778.4346 500.5371 
266.753408 775.9601 502.0112 
266.7618048 773.9604 503.0232 
266.7700352 771.5664 504.2723 
266.7787648 769.4217 505.1667 
266.7867008 766.1846 506.1341 
266.7950208 763.5903 507.055 
266.8033408 761.3837 508.3574 
266.8117376 759.4158 509.7351 
266.8200064 756.6856 511.3668 
266.8290304 754.597 512.7329 
266.8370944 752.1697 514.1373 
266.8450432 749.4168 515.2788 
266.8533248 745.8958 516.4431 
266.8616448 743.1338 517.6423 
266.8701312 741.7945 518.7613 
266.8783616 740.4019 519.9465 
266.8866304 738.5214 521.385 
266.895424 736.476 522.8757 
266.9033088 734.5776 523.8148 
266.9116672 731.9956 524.6584 
266.9199488 729.1146 525.3826 
266.92832 726.3538 526.3549 
266.9366144 724.3902 527.2086 
266.9449344 722.0109 528.0023 
266.9535872 719.4299 529.6517 
266.9616768 717.1279 531.0791 
266.9699584 714.5843 531.975 
266.9782528 711.9366 533.0417 
266.9866624 708.9521 534.2991 
266.9949696 706.0062 535.3611 
267.0038272 703.7542 536.7098 
267.0116608 701.2018 538.1373 
267.019904 698.0281 540.5433 
267.0282496 694.9995 541.7299 
267.036608 691.8975 542.4022 
267.0448896 688.4586 543.3368 
267.0532608 685.0768 543.7451 
267.0615936 682.2297 544.6255 
267.0699136 680.1805 545.5819 
267.0782848 676.9227 546.8145 
267.0865408 674.1301 548.0547 
267.09632 671.6312 549.0792 
267.1039744 669.2609 549.5247 
267.1120128 665.9939 550.5197 
267.1198976 663.03 551.4662 
267.1282944 660.1011 552.3869 
267.1364864 657.2831 553.8542 
267.1449984 654.6766 555.0544 
267.1531904 651.972 556.5242 
267.161536 649.3253 557.5732 
267.1702528 646.5643 558.6953 
267.17824 643.3401 559.4323 
267.1864832 640.4013 559.9663 
267.1948288 637.34 560.6208 
267.2032512 634.1581 561.2734 
267.2114944 631.3019 562.3907 
267.220416 629.2114 563.2482 
267.2287616 626.9605 564.1135 
267.2364672 624.0476 564.9302 
267.2447872 621.165 565.185 
267.2532224 617.6949 565.6053 
267.2615936 615.2226 566.7265 
267.2697728 613.1831 567.4356 
267.278144 610.2164 568.6774 
267.2864512 607.815 569.7405 
267.2951168 605.4097 570.6722 
267.3031936 602.4953 571.705 
267.3114496 599.579 571.8001 
267.3197824 596.1124 572.1213 
267.3280896 593.2632 573.2279 
267.3364224 590.6805 573.7992 
267.3453056 587.5366 574.692 
267.3534848 584.2213 575.6212 
267.361408 581.2011 575.735 
267.3697664 578.2094 575.9371 
267.378112 574.7277 576.0546 
267.3865728 571.6187 575.7742 
267.3947264 569.0598 576.2847 
267.4030464 566.5888 576.6563 
267.4115712 563.7097 577.284 
267.4197248 561.0584 577.7491 
267.4283904 559.0531 578.23 
267.4364032 556.0864 578.8029 
267.444736 552.9833 578.8964 
267.4530304 550.2623 579.1937 
267.4619008 547.6365 579.709 
267.4696832 545.5311 579.8948 
267.4788096 542.6221 580.8193 
267.4863872 539.8331 581.6812 
267.4947072 537.3203 581.9293 
267.5030784 534.4476 582.2232 
267.51136 531.7366 582.2617 
267.51968 528.8683 582.3499 
267.5284608 526.631 582.6045 
267.5364224 524.1079 582.9437 
267.5449984 520.8572 583.7151 
267.5529728 517.8903 584.3586 
267.5613056 515.1607 584.5917 
267.5697024 512.8204 584.4575 
267.577984 509.782 584.036 
267.5868416 506.7147 583.7792 
267.5946368 503.8275 583.7656 
267.603712 501.2063 584.0396 
267.6113408 498.0351 584.17 
267.6196224 495.0604 584.1516 
267.6279936 492.2938 583.6427 
267.6363008 488.8718 583.0325 
267.6445952 486.0468 582.6948 
267.6551552 483.1054 582.3565 
267.6612992 480.4811 582.1927 
267.669952 477.8321 582.3049 
267.6779136 474.7479 582.2515 
267.6863104 471.7914 582.4344 
267.6945792 468.7661 582.4056 
267.7029632 466.1101 582.0718 
267.711424 462.8272 581.6112 
267.719616 460.0427 581.1321 
267.7286272 457.12 581.0603 
267.7362304 454.9741 581.2501 
267.7446272 451.8919 581.3303 
267.7530368 449.6024 581.6964 
267.7612416 447.0674 581.8043 
267.7695488 445.304 581.4757 
267.7780736 443.9213 581.2385 
267.7862016 442.1569 580.8273 
267.794752 440.0101 580.4887 
267.8028928 437.8393 580.2844 
267.8115328 435.8522 580.2621 
267.8196096 433.9506 580.1099 
267.8278656 432.1447 580.0513 
267.8362624 430.1545 579.6282 
267.8444928 428.1423 578.5097 
267.8534016 426.2165 577.7009 
267.8616192 424.4369 577.2612 
267.8695424 422.2506 575.8461 
267.877952 419.7648 574.429 
267.886144 417.6636 573.8496 
267.8946944 415.7076 573.4225 
267.9028352 413.8158 572.8776 
267.9112448 412.3148 572.3201 
267.9194752 411.2249 571.943 
267.9281664 410.0192 571.5962 
267.9361408 408.5807 571.2159 
267.9444864 407.2519 570.3829 
267.9528448 405.1609 569.4404 
267.961152 403.3034 569.1442 
267.9696 401.1254 568.5304 
267.9782016 399.4908 567.8711 
267.9861376 396.9766 567.2606 
267.9945088 394.9461 566.9292 
268.0028672 393.7861 566.6741 
268.011136 392.7075 566.2731 
268.0194176 391.8088 565.9974 
268.0277632 390.0525 564.8962 
268.0361728 388.4398 563.7982 
268.044416 386.959 562.8923 
268.05312 385.2386 562.2034 
268.0610816 383.8267 562.0825 
268.0694144 382.4191 561.6909 
268.0777472 380.5637 561.0534 
268.0860544 379.0059 560.7567 
268.0943872 377.466 560.2686 
268.1033088 375.9993 559.6893 
268.1115136 374.5632 559.2142 
268.1194368 372.6429 558.1745 
268.1277696 370.6706 556.8854 
268.1360896 369.0742 556.4301 
268.1445248 367.0073 556.0303 
268.152704 365.426 555.502 
268.161088 362.7925 555.2457 
268.169344 360.4566 554.7463 
268.1780352 358.4862 554.4592 
268.186048 356.8347 553.8526 
268.1943424 354.3246 553.2343 
268.2027136 351.7643 552.5868 
268.211008 349.9432 552.5308 
268.2193792 348.298 552.4643 
268.227648 346.3395 552.7181 
268.2364032 344.3709 552.7371 
268.2443776 342.3256 553.1121 
268.252736 340.7115 553.7985 
268.260992 339.3457 554.5089 
268.269376 338.0299 555.5135 
268.2776448 337.0439 556.4128 
268.2859904 335.9506 557.3696 
268.2943104 335.3994 558.4525 
268.302976 334.2618 559.902 
268.3110656 333.2333 561.252 
268.3193088 332.1769 562.3992 
268.327616 331.0435 563.8513 
268.3359488 330.3583 565.082 
268.3443072 328.7717 565.5674 
268.3550336 327.1891 566.0357 
268.3615872 325.2996 566.6967 
268.3692672 323.3171 567.1892 
268.3776512 321.9446 568.0146 
268.3859328 320.3452 568.5081 
268.394368 318.4928 568.9749 
268.4026112 316.2596 569.5885 
268.4109056 314.5598 569.9872 
268.419328 312.9468 570.1382 
268.4281088 311.5427 569.9319 
268.435904 309.4951 569.9863 
268.4442496 306.8322 569.2053 
268.4525696 305.1488 568.0551 
268.4608896 302.9961 566.5182 
268.4692608 300.6559 565.4702 
268.4775552 299.0566 563.9527 
268.4862848 298.0878 561.8446 
268.4942208 296.3302 560.7722 
268.503296 294.4681 559.1442 
268.5108736 293.213 557.0428 
268.519232 292.0225 554.6263 
268.5275264 291.0949 552.2322 
268.535872 288.8553 550.5407 
268.5442048 286.1125 548.2393 
268.5554816 284.6474 546.1606 
268.561344 283.5226 544.2802 
268.5691776 282.0049 542.3904 
268.5774976 280.3607 540.0137 
268.5858304 278.5646 537.8239 
268.5943424 277.287 536.2734 
268.6025472 274.6075 533.9302 
268.610816 273.3635 532.2625 
268.6191616 271.8412 530.9095 
268.6282496 270.3633 529.6517 
268.6362368 269.1789 528.6388 
268.6441728 268.2382 527.7205 
268.6547584 266.9818 526.3143 
268.6608512 266.1327 525.3806 
268.6693248 265.9431 524.902 
268.6774784 265.4427 524.5513 
268.6857856 265.4829 524.5188 
268.6942336 265.5388 524.2648 
268.7024 265.427 524.065 
268.7110912 265.3899 523.9316 
268.7191552 265.5647 524.0365 
268.7274368 265.5125 523.9233 
268.7357696 265.3518 523.7727 
268.7440768 265.3265 523.6905 
268.7524992 265.2952 523.7133 
268.7613952 265.2265 523.5725 
268.769088 265.272 523.5456 
268.777408 265.2704 523.491 
268.7857408 265.0375 523.1901 
268.794176 265.2567 523.4267 
268.8023936 265.2994 523.5012 
268.8108032 265.2574 523.384 
268.819456 265.1311 523.2767 
268.8274304 265.1793 523.2955 
268.835712 265.2758 523.4434 
268.8440448 265.1475 523.2549 
268.852416 265.3384 523.335 
268.8606976 265.2126 523.2371 
268.8690176 265.38 523.3775 
268.8779776 265.4029 523.3643 
268.8861184 265.302 523.2665 
268.8940544 265.3936 523.2587 
268.9023744 265.3568 523.2637 
268.9107072 265.2711 523.2147 
268.9191552 265.467 523.2437 
268.9273472 265.1836 523.0964 
268.9356928 265.2408 523.1161 
268.9440768 265.2792 523.1641 
268.95232 265.1294 522.9135 
268.9636864 265.3948 523.2576 
268.9694848 265.2895 523.0363 
268.9773952 265.3473 523.1059 
268.9856384 265.2573 523.0668 
268.9939584 265.2406 522.9575 
269.0025216 265.2596 522.9648 
269.0106368 265.3358 523.0025 
269.0192896 265.5387 523.1456 
269.0273664 265.7102 523.1059 
269.0356352 265.7188 522.9624 
269.043968 265.5646 522.7103 
269.052416 265.3832 522.0837 
269.060608 265.4643 521.9371 
269.0715392 265.5733 521.8217 
269.0773248 265.3955 521.408 
269.0856192 265.4442 521.1967 
269.0939392 265.295 520.9725 
269.1022592 265.0017 520.611 
269.1106176 265.016 520.6768 
269.119168 264.7536 520.584 
269.128064 264.7113 520.5009 
269.1360384 264.6339 520.6481 
269.1438976 264.303 520.5732 
269.1522432 264.2826 520.787 
269.1605632 264.1548 520.9405 
269.1690368 263.863 520.9975 
269.177216 263.795 521.155 
269.1855872 263.5688 521.2084 
269.193984 263.3058 521.1742 
269.20224 263.2424 521.285 
269.2110336 263.2861 521.3798 
269.2189184 263.234 521.3629 
269.2271872 263.2317 521.3699 
269.2355328 263.2175 521.3002 
269.2438528 263.244 521.2324 
269.252224 263.2106 521.1998 
269.2616832 263.1977 521.2597 
269.2689024 262.9771 520.989 
269.2771584 263.1523 521.079 
269.2863488 263.2471 521.2313 
269.293824 263.1463 521.1663 
269.3021824 263.2837 521.3035 
269.3105152 263.2214 521.2092 
269.3189248 263.2139 521.1451 
269.3271296 263.2083 521.1608 
269.3354752 263.2253 521.2178 
269.343808 263.1964 521.1262 
269.3524864 263.3489 521.1638 
269.3604736 263.2217 521.0529 
269.3687808 263.2673 521.1187 
269.3771136 263.2406 521.1387 
269.3854848 263.2471 521.0895 
269.3937664 263.3244 521.1165 
269.4020992 263.2847 521.1097 
269.4108928 263.267 521.0381 
269.418752 263.346 521.1227 
269.427136 263.2294 521.0391 
